"","color","director_name","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_2_name","actor_1_facebook_likes","gross","genres","actor_1_name","movie_title","num_voted_users","cast_total_facebook_likes","actor_3_name","facenumber_in_poster","plot_keywords","movie_imdb_link","num_user_for_reviews","language","country","content_rating","budget","title_year","actor_2_facebook_likes","imdb_score","aspect_ratio","movie_facebook_likes"
"4582","Color","Goran Dukic",117,88,21,772,"Patrick Fugit",1000,104077,"Comedy|Drama|Fantasy|Romance","Leslie Bibb","Wristcutters: A Love Story ",46076,4720,"Chase Ellison",2,"afterlife|camping|death|hitchhiker|suicide","http://www.imdb.com/title/tt0477139/?ref_=fn_tt_tt_1",88,"English","USA","R",1e+06,2006,835,7.4,1.78,11000
"4515","Color","Dylan Bank",7,100,0,312,"Deirdre Lorenz",498,NA,"Horror","Seregon O'Dassey","Bleeding Hearts ",71,1810,"Dustin Diamond",1,"bare breasts|bra and panties|nudity|syringe","http://www.imdb.com/title/tt2622294/?ref_=fn_tt_tt_1",2,"English","USA","",1200000,2015,350,4.2,NA,242
"681","Color","Renny Harlin",94,121,212,263,"Craig Bierko",394,33328051,"Action|Crime|Drama|Mystery|Thriller","Melina Kanakaredes","The Long Kiss Goodnight ",60508,1531,"Yvonne Zima",2,"amnesia|chase|foot chase|strong female character|vomiting","http://www.imdb.com/title/tt0116908/?ref_=fn_tt_tt_1",285,"English","USA","R",6.5e+07,1996,380,6.7,2.35,4000
"1332","Color","Michael Lehmann",110,102,36,433,"Stephen Collins",747,42640890,"Comedy|Romance","Colin Ferguson","Because I Said So ",32412,1930,"Tom Everett Scott",1,"meddling|psychologist|sobbing female|subtitled scene|you can say that again joke","http://www.imdb.com/title/tt0490084/?ref_=fn_tt_tt_1",184,"English","USA","PG-13",NA,2007,452,5.6,1.85,0
"2097","Color","Richard Attenborough",23,115,0,266,"James Frain",12000,25842000,"Biography|Drama|Romance","Anthony Hopkins","Shadowlands ",13455,13619,"Julian Fellowes",0,"author|book|england|friend|oxford","http://www.imdb.com/title/tt0108101/?ref_=fn_tt_tt_1",87,"English","UK","PG",2.2e+07,1993,1000,7.4,2.35,2000
"4468","Color","",8,60,NA,109,"Tucker Smallwood",210,NA,"Drama|Sci-Fi","James Morrison","Space: Above and Beyond             ",6381,611,"Kristen Cloke",0,"alien|born in vitro|in vitro fertilization|marine|outer space","http://www.imdb.com/title/tt0112173/?ref_=fn_tt_tt_1",79,"English","USA","",5e+06,NA,121,7.7,1.33,963
"258"," Black and White","Martin Scorsese",267,170,17000,827,"Adam Scott",29000,102608827,"Biography|Drama","Leonardo DiCaprio","The Aviator ",264318,34582,"Frances Conroy",0,"1920s|aviation|fight|spruce goose|test flight","http://www.imdb.com/title/tt0338751/?ref_=fn_tt_tt_1",799,"English","USA","PG-13",1.1e+08,2004,3000,7.5,2.35,0
"4282","Color","",8,22,NA,344,"Amy Sedaris",459,NA,"Comedy","Stephen Colbert","Strangers with Candy             ",4181,1359,"Maria Thayer",3,"alternative comedy|female protagonist|high school|social satire|three word title","http://www.imdb.com/title/tt0194624/?ref_=fn_tt_tt_1",62,"English","USA","TV-14",NA,NA,396,8.1,4,558
"3910","Color","DJ Pooh",27,93,69,69,"Dr. Dre",522,10097096,"Comedy","Angell Conwell","The Wash ",5612,955,"DJ Pooh",2,"african american stereotype|car wash|rent|roommate|threatening telephone call","http://www.imdb.com/title/tt0290332/?ref_=fn_tt_tt_1",38,"English","USA","R",4e+06,2001,231,4.6,1.85,842
"4094","Color","Mel Stuart",104,89,21,124,"Jack Albertson",240,NA,"Family|Fantasy|Musical","Peter Ostrum","Willy Wonka & the Chocolate Factory ",128334,1011,"Julie Dawn Cole",1,"candy|chocolate|factory|miniaturization|sudden change in size","http://www.imdb.com/title/tt0067992/?ref_=fn_tt_tt_1",349,"English","USA","G",3e+06,1971,177,7.8,1.33,0
"3074","Color","Lisa Azuelos",54,97,15,19,"Lina Esco",142,NA,"Comedy|Drama|Romance","Nora Dunn","LOL ",45144,248,"Alix Freihage",1,"best friend|girl in panties|high school|high school romance|pink panties","http://www.imdb.com/title/tt1592873/?ref_=fn_tt_tt_1",111,"English","USA","PG-13",1.1e+07,2012,79,4.3,2.35,18000
"749","Color","Todd Phillips",173,101,480,767,"Carmen Electra",881,88200225,"Comedy|Crime","Snoop Dogg","Starsky & Hutch ",120795,3943,"Fred Williamson",5,"cocaine|cop|criminal|partner|police","http://www.imdb.com/title/tt0335438/?ref_=fn_tt_tt_1",308,"English","USA","PG-13",6e+07,2004,869,6.1,2.35,0
"4755","Color","Alex Smith",17,112,12,699,"Clea DuVall",33000,13134,"Drama|Sport","Ryan Gosling","The Slaughter Rule ",2004,35294,"Eddie Spears",2,"cheerleader|father son relationship|football coach|loss of father|mother son relationship","http://www.imdb.com/title/tt0266971/?ref_=fn_tt_tt_1",32,"English","USA","R",5e+05,2002,1000,6.1,2.35,183
"1252","Color","Donald Petrie",19,95,80,287,"John Larroquette",3000,38087756,"Comedy|Family","Macaulay Culkin","Ri¢hie Ri¢h ",49612,4634,"Jonathan Hyde",1,"attempted murder|based on comic book|escape from prison|lost at sea|wealth","http://www.imdb.com/title/tt0110989/?ref_=fn_tt_tt_1",39,"English","USA","PG",4e+07,1994,450,5.2,1.85,0
"1023","Color","Doug Liman",214,108,218,405,"Ty Burrell",6000,9528092,"Biography|Drama|Thriller","Naomi Watts","Fair Game ",38513,10191,"Brooke Smith",2,"bush administration|cia|interview|iraq|new york times","http://www.imdb.com/title/tt0977855/?ref_=fn_tt_tt_1",127,"English","USA","PG-13",2.2e+07,2010,3000,6.8,2.35,9000
"2528","Color","Richard Kelly",173,160,219,215,"Curtis Armstrong",1000,273420,"Comedy|Mystery|Sci-Fi|Thriller","Janeane Garofalo","Southland Tales ",32671,2340,"Chris Andrew Ciulla",6,"amnesia|boxer|conspiracy|police|porn star","http://www.imdb.com/title/tt0405336/?ref_=fn_tt_tt_1",238,"English","France","R",1.7e+07,2006,876,5.5,2.35,0
"3760","Color","Denys Arcand",135,112,66,21,"Stéphane Rousseau",150,3432342,"Comedy|Crime|Drama|Mystery|Romance","Marie-Josée Croze","The Barbarian Invasions ",24921,253,"Marina Hands",2,"cancer|dying|friend|money|socialist","http://www.imdb.com/title/tt0338135/?ref_=fn_tt_tt_1",166,"French","Canada","R",6e+06,2003,28,7.7,2.35,0
"3467","Color","Francis Ford Coppola",208,175,0,3000,"Marlon Brando",14000,134821952,"Crime|Drama","Al Pacino","The Godfather ",1155770,28122,"Robert Duvall",1,"crime family|mafia|organized crime|patriarch|rise to power","http://www.imdb.com/title/tt0068646/?ref_=fn_tt_tt_1",2238,"English","USA","R",6e+06,1972,10000,9.2,1.85,43000
"4581","Color","Scandar Copti",100,124,13,7,"Scandar Copti",20,621240,"Crime|Drama","Shahir Kabaha","Ajami ",4999,42,"Ranin Karim",6,"arab|christian|israeli|palestinian|violence","http://www.imdb.com/title/tt1077262/?ref_=fn_tt_tt_1",32,"Arabic","Germany","",NA,2009,13,7.4,1.85,0
"3038","Color","Adam Shankman",80,101,163,488,"Peter Coyote",683,41227069,"Drama|Romance","Lauren German","A Walk to Remember ",162701,2436,"Paz de la Huerta",1,"community service|love|punishment|school|student","http://www.imdb.com/title/tt0281358/?ref_=fn_tt_tt_1",962,"English","USA","PG",1.1e+07,2002,548,7.4,2.35,19000
"2402"," Black and White","Kevin Rodney Sullivan",50,106,8,521,"Sean Patrick Thomas",748,64955956,"Comedy|Drama","Harry Lennix","Barbershop 2: Back in Business ",10104,3956,"Kenan Thompson",4,"barbecue|barbershop|blaxploitation|marriage|politics","http://www.imdb.com/title/tt0337579/?ref_=fn_tt_tt_1",69,"English","USA","PG-13",1.8e+07,2004,656,5.7,1.85,265
"3737","Color","Rob Hedden",129,100,6,65,"Peter Mark Richman",935,14343976,"Adventure|Horror","Kane Hodder","Friday the 13th Part VIII: Jason Takes Manhattan ",22961,1327,"Scott Reeves",0,"cult film|friday the thirteenth|hockey mask|jason voorhees|murder spree","http://www.imdb.com/title/tt0097388/?ref_=fn_tt_tt_1",291,"English","USA","R",5e+06,1989,120,4.5,1.85,1000
"216","Color","John McTiernan",85,102,323,241,"Vladimir Kulich",845,32694788,"Action|Adventure|History","Tony Curran","The 13th Warrior ",101411,1815,"Clive Russell",1,"arab|battle|combat|viking|warrior","http://www.imdb.com/title/tt0120657/?ref_=fn_tt_tt_1",546,"English","USA","R",8.5e+07,1999,372,6.6,2.35,0
"4686","Color","Jonathan Levine",233,90,129,280,"Michael Welch",935,NA,"Horror","Luke Grimes","All the Boys Love Mandy Lane ",25951,2170,"Whitney Able",1,"drugs|female nudity|party|voyeur|voyeurism","http://www.imdb.com/title/tt0490076/?ref_=fn_tt_tt_1",129,"English","USA","R",750000,2006,611,5.6,2.35,2000
"2574","Color","Josef Rusnak",111,100,9,363,"Craig Bierko",599,15500000,"Mystery|Sci-Fi|Thriller","Gretchen Mol","The Thirteenth Floor ",51996,2389,"Brad William Henke",0,"amnesia|barricade|letter|time|virtual reality","http://www.imdb.com/title/tt0139809/?ref_=fn_tt_tt_1",302,"English","Germany","R",1.6e+07,1999,380,7,2.35,0
"3918","Color","Michael Tiddes",69,86,89,511,"Essence Atkins",986,17314483,"Comedy|Fantasy","Ashley Rickards","A Haunted House 2 ",14621,4073,"Gabriel Iglesias",2,"bare breasts|parody|sexual innuendo|slip and fall|squirting orgasm","http://www.imdb.com/title/tt2828996/?ref_=fn_tt_tt_1",48,"English","USA","R",4e+06,2014,713,4.7,1.85,0
"2840","Color","Renny Harlin",102,99,212,54,"Rodney Eastman",130,49369900,"Fantasy|Horror|Thriller","Tuesday Knight","A Nightmare on Elm Street 4: The Dream Master ",36108,450,"Brooke Bundy",0,"demon|dream|elm street|freddy krueger|nightmare","http://www.imdb.com/title/tt0095742/?ref_=fn_tt_tt_1",260,"English","USA","R",7e+06,1988,125,5.7,1.85,0
"1275","Color","Chuck Russell",100,107,55,294,"Jimmy Smits",3000,29374178,"Crime|Drama|Horror|Thriller","Rufus Sewell","Bless the Child ",12093,4565,"Angela Bettis",0,"easter|fbi|luminol|nurse|omen","http://www.imdb.com/title/tt0163983/?ref_=fn_tt_tt_1",188,"English","USA","R",4e+07,2000,941,5.1,2.35,394
"3110","Color","Chuck Sheetz",44,82,6,345,"Andrew Lawrence",759,36696761,"Animation|Comedy|Family|Mystery|Sci-Fi","Diedrich Bader","Recess: School's Out ",6808,2197,"Dabney Coleman",0,"friend|principal|summer|summer camp|summer vacation","http://www.imdb.com/title/tt0265632/?ref_=fn_tt_tt_1",38,"English","USA","G",2.3e+07,2001,563,6.5,1.85,227
"2495","Color","John Hoffman",52,87,9,503,"Molly Shannon",818,37566230,"Comedy|Drama|Family|Fantasy|Sci-Fi","Liam Aiken","Good Boy! ",3407,2164,"Kevin Nealon",1,"dog|friend|neighborhood|planet|star","http://www.imdb.com/title/tt0326900/?ref_=fn_tt_tt_1",48,"English","USA","PG",1.7e+07,2003,636,5.1,1.85,309
"963","Color","",2,45,NA,132,"Gemma Jones",416,NA,"Crime|Drama","Bernard Hill","Unforgotten             ",1824,1816,"Nicola Walker",2,"","http://www.imdb.com/title/tt4192812/?ref_=fn_tt_tt_1",9,"English","UK","",NA,NA,171,7.9,NA,0
"3810","Color","Barrett Esposito",3,67,0,388,"Cyndi Lauper",979,NA,"Animation|Family","Chazz Palminteri","Henry & Me ",83,2509,"Danny Aiello",2,"bare butt|baseball|children|new york yankees|surrealism","http://www.imdb.com/title/tt1460798/?ref_=fn_tt_tt_1",1,"English","USA","PG",1e+07,2014,732,6.7,NA,165
"460","","",95,54,NA,0,"Royce Johnson",577,NA,"Action|Adventure|Crime|Drama|Sci-Fi|Thriller","Elden Henson","Daredevil             ",213483,581,"Charlie Cox",0,"corruption|lawyer|partnership|superhero|vigilante","http://www.imdb.com/title/tt3322312/?ref_=fn_tt_tt_1",394,"English","USA","TV-MA",NA,NA,4,8.8,16,55000
"4043","Color","Max Mayer",122,99,6,194,"Terry Walters",828,2277396,"Drama|Romance","Peter Gallagher","Adam ",29239,1936,"Amy Irving",0,"apartment|asperger's syndrome|children|teacher|writer","http://www.imdb.com/title/tt1185836/?ref_=fn_tt_tt_1",70,"English","USA","PG-13",NA,2009,390,7.2,2.35,0
"3154","Color","Neal Brennan",83,89,23,503,"Noureen DeWulf",839,15102127,"Comedy","Rob Riggle","The Goods: Live Hard, Sell Hard ",17790,3973,"Charles Napier",5,"fourth of july|looking at one's self in a mirror|mirror|sex toy|young version of character","http://www.imdb.com/title/tt1092633/?ref_=fn_tt_tt_1",59,"English","USA","R",NA,2009,700,5.8,1.85,0
"2913","Color","George Hickenlooper",117,108,60,168,"Eric Schweig",18000,1039869,"Biography|Comedy|Crime|Drama","Kevin Spacey","Casino Jack ",14757,18739,"Christian Campbell",5,"corruption|lobbyist|murder|washington d.c.|washington d.c. lobbyist","http://www.imdb.com/title/tt1194417/?ref_=fn_tt_tt_1",51,"English","Canada","R",1.5e+07,2010,322,6.2,2.35,0
"1069","Color","Jimmy Hayward",178,81,39,364,"Billy Blair",13000,10539414,"Action|Drama|Fantasy|Thriller|Western","Michael Fassbender","Jonah Hex ",45729,14619,"Julia Jones",1,"confederate|death|independence day|military|terrorist","http://www.imdb.com/title/tt1075747/?ref_=fn_tt_tt_1",176,"English","USA","PG-13",4.7e+07,2010,541,4.7,2.35,0
"4421"," Black and White","Henry Bean",84,98,21,76,"Theresa Russell",33000,406035,"Drama","Ryan Gosling","The Believer ",30314,33441,"Summer Phoenix",0,"jew|jewish nazi|nazism|racism|skinhead","http://www.imdb.com/title/tt0247199/?ref_=fn_tt_tt_1",159,"English","USA","R",1500000,2001,243,7.2,1.66,0
"3019","Color","David Winters",3,89,49,84,"Matt Marr",551,NA,"Family|Musical","Gary Daniels","Dancin' It's On ",105,895,"Ginger Jensen",6,"","http://www.imdb.com/title/tt2598580/?ref_=fn_tt_tt_1",7,"English","USA","PG",1.2e+07,2015,85,2.8,NA,634
"2108","Color","Ethan Coen",423,106,1000,1000,"Channing Tatum",19000,29997095,"Comedy|Mystery","Scarlett Johansson","Hail, Caesar! ",60926,38494,"Alden Ehrenreich",5,"50s|film within a film|hollywood|illegitimate pregnancy|twins","http://www.imdb.com/title/tt0475290/?ref_=fn_tt_tt_1",302,"English","UK","PG-13",2.2e+07,2016,17000,6.4,1.85,23000
"3558","Color","Luis Valdez",18,108,7,51,"Rosanna DeSoto",699,54215416,"Biography|Drama|Music","Esai Morales","La Bamba ",21409,936,"Danielle von Zerneck",1,"crash|hispanic|interracial relationship|interracial romance|racism","http://www.imdb.com/title/tt0093378/?ref_=fn_tt_tt_1",63,"English","USA","PG-13",6500000,1987,63,6.8,1.85,0
"1141"," Black and White","Barry Levinson",73,147,272,893,"Brad Pitt",22000,53300852,"Crime|Drama|Thriller","Robert De Niro","Sleepers ",154487,37076,"Minnie Driver",3,"boy|guard|kicked in the crotch|prank|sexual abuse","http://www.imdb.com/title/tt0117665/?ref_=fn_tt_tt_1",259,"English","USA","R",4.4e+07,1996,11000,7.5,2.35,0
"3715","Color","Jean-Marc Vallée",471,117,212,896,"Jennifer Garner",11000,27296514,"Biography|Drama","Matthew McConaughey","Dallas Buyers Club ",326494,17738,"Denis O'Hare",0,"drugs|fda|gay community|hiv|homophobia","http://www.imdb.com/title/tt0790636/?ref_=fn_tt_tt_1",340,"English","USA","R",5e+06,2013,3000,8,2.35,65000
"4092","Color","Mira Nair",33,109,300,200,"Sarita Choudhury",729,4109095,"Crime|Drama|History|Romance","Indira Varma","Kama Sutra: A Tale of Love ",8239,1292,"Rekha",0,"courtesan|friend|kama sutra|seduction|wedding","http://www.imdb.com/title/tt0116743/?ref_=fn_tt_tt_1",92,"English","USA","R",3e+06,1996,257,6,1.85,0
"3024","Color","Joe Dante",183,106,287,233,"Harry Carey Jr.",767,148170000,"Comedy|Fantasy|Horror","Phoebe Cates","Gremlins ",142293,2053,"Zach Galligan",0,"bright light|midnight|pet|small town|water","http://www.imdb.com/title/tt0087363/?ref_=fn_tt_tt_1",245,"English","USA","PG",1.1e+07,1984,281,7.2,2.2,14000
"461","Color","Simon West",139,123,165,744,"Monica Potter",12000,101087161,"Action|Crime|Thriller","Steve Buscemi","Con Air ",225282,15362,"Dave Chappelle",6,"army rangers|convict|criminal|escape|prison","http://www.imdb.com/title/tt0118880/?ref_=fn_tt_tt_1",339,"English","USA","R",7.5e+07,1997,878,6.8,2.35,0
"4852","Color","Craig Zobel",286,90,25,235,"Matt Servitto",601,318622,"Biography|Crime|Drama|Thriller","Dreama Walker","Compliance ",24668,1734,"James McCaffrey",0,"authority|boss subordinate relationship|fast food restaurant|gullibility|telephone call","http://www.imdb.com/title/tt1971352/?ref_=fn_tt_tt_1",175,"English","USA","R",270000,2012,260,6.4,2.35,0
"2752","Color","Gerry Lively",26,105,93,51,"Lucy Gaskell",179,NA,"Action|Adventure|Fantasy","Bruce Payne","Dungeons & Dragons: Wrath of the Dragon God ",5018,363,"Steven Elder",0,"combat|helmet|martial arts|medieval times|violence","http://www.imdb.com/title/tt0406728/?ref_=fn_tt_tt_1",108,"English","Germany","Not Rated",1.5e+07,2005,55,4.9,1.78,473
"1309","Color","Jerry Jameson",32,119,5,249,"Jason Robards",521,7000000,"Action|Adventure|Drama|Thriller","M. Emmet Walsh","Raise the Titanic ",2933,1883,"Anne Archer",0,"military|mineral|ocean|ship|titanic","http://www.imdb.com/title/tt0081400/?ref_=fn_tt_tt_1",70,"English","UK","PG",3.6e+07,1980,372,4.7,2.35,328
"1560","Color","Louis Leterrier",163,87,255,810,"Jason Flemyng",26000,43095600,"Action|Crime|Thriller","Jason Statham","Transporter 2 ",156267,29050,"Matthew Modine",1,"driver|french|kidnapping|police|sequel","http://www.imdb.com/title/tt0388482/?ref_=fn_tt_tt_1",340,"English","France","PG-13",3.2e+07,2005,1000,6.3,2.35,0
"3894","Color","Henry Hobson",256,95,9,428,"J.D. Evermore",584,131175,"Drama|Horror","Joely Richardson","Maggie ",30219,1885,"David A Cole",2,"father daughter relationship|playing against type|post apocalypse|protective father|zombie apocalypse","http://www.imdb.com/title/tt1881002/?ref_=fn_tt_tt_1",200,"English","USA","PG-13",8500000,2015,430,5.6,2.35,22000
"1653","Color","David Slade",304,113,171,63,"Mark Rendall",430,39568996,"Horror","Danny Huston","30 Days of Night ",138435,814,"Megan Franich",0,"alaska|small town|snow|vampire|winter","http://www.imdb.com/title/tt0389722/?ref_=fn_tt_tt_1",527,"English","USA","R",3.2e+07,2007,72,6.6,2.35,0
"3150","Color","James Foley",91,110,164,45,"Paul Ben-Victor",258,15156200,"Action|Crime|Drama|Mystery|Thriller","Byron Mann","The Corruptor ",15358,571,"Kim Chan",2,"chinatown|illegal immigrant|new york|police|triad","http://www.imdb.com/title/tt0142192/?ref_=fn_tt_tt_1",131,"English","USA","R",3e+07,1999,218,6,2.35,328
"4413","Color","Vincent Gallo",106,110,787,642,"Vincent Gallo",1000,2365931,"Comedy|Crime|Drama|Romance","Anjelica Huston","Buffalo '66 ",36657,4762,"Jan-Michael Vincent",2,"shower|stripper|tap dancing|underwear|undressing","http://www.imdb.com/title/tt0118789/?ref_=fn_tt_tt_1",318,"English","USA","R",1500000,1998,787,7.5,1.85,0
"2775","Color","Lewis Gilbert",112,123,43,238,"Desmond Llewelyn",456,46800000,"Action|Adventure|Sci-Fi|Thriller","Caroline Munro","The Spy Who Loved Me ",76477,1326,"Barbara Bach",2,"1970s|cult film|official james bond series|submarine|world war three","http://www.imdb.com/title/tt0076752/?ref_=fn_tt_tt_1",275,"English","UK","PG",1.4e+07,1977,244,7.1,2.35,0
"3659","Color","Christopher M. Bessette",6,88,0,57,"John Billingsley",978,15059,"Drama|Thriller","Mira Sorvino","Trade of Innocents ",748,1443,"Trieu Tran",2,"angkor wat|human trafficking|sex slavery|sex tourism","http://www.imdb.com/title/tt1772408/?ref_=fn_tt_tt_1",8,"English","USA","PG-13",NA,2012,323,5.4,2.35,543
"4833","Color","Kelly Reichardt",88,76,129,26,"Lucy",52,255352,"Drama","Daniel London","Old Joy ",4423,132,"Will Oldham",2,"cell phone|male frontal nudity|oregon|sexual ambiguity|title directed by female","http://www.imdb.com/title/tt0468526/?ref_=fn_tt_tt_1",57,"English","USA","Unrated",3e+05,2006,44,6.7,1.66,594
"987","Color","Beeban Kidron",143,108,17,186,"Jim Broadbent",14000,40203020,"Comedy|Drama|Romance","Colin Firth","Bridget Jones: The Edge of Reason ",74315,15634,"Celia Imrie",1,"american actress playing british character|intern|prison|six word title|thailand","http://www.imdb.com/title/tt0317198/?ref_=fn_tt_tt_1",259,"English","UK","R",4e+07,2004,1000,5.9,2.35,0
"1157","Color","Peter Lord",187,84,91,206,"Miranda Richardson",579,106793915,"Adventure|Animation|Comedy|Drama|Family","Imelda Staunton","Chicken Run ",140499,1817,"Julia Sawalha",0,"chicken|escape|farm|freedom|rooster","http://www.imdb.com/title/tt0120630/?ref_=fn_tt_tt_1",358,"English","UK","G",4.5e+07,2000,530,7,1.85,0
"2303","Color","Benson Lee",65,110,9,826,"Caity Lotz",997,8888355,"Drama|Music","Chris Brown","Battle of the Year ",7894,3177,"Laz Alonso",19,"3 dimensional|box office flop|critically bashed|dancing","http://www.imdb.com/title/tt1532958/?ref_=fn_tt_tt_1",25,"English","USA","PG-13",2e+07,2013,941,5,1.85,0
"24","Color","Peter Jackson",509,186,0,773,"Adam Brown",5000,258355354,"Adventure|Fantasy","Aidan Turner","The Hobbit: The Desolation of Smaug ",483540,9152,"James Nesbitt",6,"dwarf|elf|lake town|mountain|sword and sorcery","http://www.imdb.com/title/tt1170358/?ref_=fn_tt_tt_1",951,"English","USA","PG-13",2.25e+08,2013,972,7.9,2.35,83000
"934","Color","Tom Shadyac",55,115,293,878,"Philip Seymour Hoffman",49000,135014968,"Biography|Comedy|Drama|Romance","Robin Williams","Patch Adams ",80580,74382,"Monica Potter",1,"doctor|hospital|mental institution|nurse|student","http://www.imdb.com/title/tt0129290/?ref_=fn_tt_tt_1",375,"English","USA","PG-13",5e+07,1998,22000,6.7,2.35,0
"4061","Color","David Raynr",24,113,9,12,"Mikki Padilla",71,19184015,"Biography|Comedy|Documentary","Nancy O'Dell","Martin Lawrence Live: Runteldat ",1466,159,"Dayna Devon",1,"actor name in title|colon in title|four word title|live performance|satire","http://www.imdb.com/title/tt0327036/?ref_=fn_tt_tt_1",35,"English","USA","R",3e+06,2002,65,5.4,1.85,63
"3902","Color","Lisa Cholodenko",323,106,450,712,"Mia Wasikowska",14000,20803237,"Comedy|Drama","Josh Hutcherson","The Kids Are All Right ",110616,18645,"Yaya DaCosta",1,"biological father|college|motorcycle|sperm|sperm donor","http://www.imdb.com/title/tt0842926/?ref_=fn_tt_tt_1",291,"English","USA","R",3500000,2010,3000,7.1,1.85,16000
"1895","Color","Richard Donner",154,107,503,108,"Patrick Troughton",264,NA,"Fantasy|Horror|Mystery","Lee Remick","The Omen ",80958,673,"Billie Whitelaw",2,"ambassador|death|hospital|priest|stillborn child","http://www.imdb.com/title/tt0075005/?ref_=fn_tt_tt_1",310,"English","UK","R",2800000,1976,139,7.6,2.35,7000
"1009","Color","Brad Bird",162,90,663,521,"Harry Connick Jr.",14000,23159305,"Action|Adventure|Animation|Comedy|Drama|Family|Sci-Fi","Vin Diesel","The Iron Giant ",128455,16358,"M. Emmet Walsh",1,"boy|friend|government agent|maine|robot","http://www.imdb.com/title/tt0129167/?ref_=fn_tt_tt_1",514,"English","USA","PG",7e+07,1999,631,8,2.35,0
"1288","Color","Joseph Kahn",86,84,33,1000,"Jay Hernandez",1000,21176322,"Action|Comedy|Crime","Dane Cook","Torque ",23747,5039,"Christina Milian",0,"murder|on the run|security camera|surveillance footage|timebomb","http://www.imdb.com/title/tt0329691/?ref_=fn_tt_tt_1",207,"English","USA","PG-13",4e+07,2004,1000,4,2.35,0
"113","Color","Michael Bay",396,144,0,581,"Michael O'Neill",662,318759914,"Action|Adventure|Sci-Fi","Zack Ward","Transformers ",513158,2333,"Kevin Dunn",0,"alien contact|autobot|decepticon|robot vs. robot|teenage hero","http://www.imdb.com/title/tt0418279/?ref_=fn_tt_tt_1",1782,"English","USA","PG-13",1.5e+08,2007,599,7.1,2.35,8000
"2023","Color","Gavin O'Connor",123,98,149,439,"Noah Emmerich",20000,1512815,"Action|Drama|Western","Natalie Portman","Jane Got a Gun ",8885,21414,"Boyd Holbrook",0,"brothel|death of husband|ex lover|haunted by the past|redemption","http://www.imdb.com/title/tt2140037/?ref_=fn_tt_tt_1",56,"English","USA","R",2.5e+07,2016,617,5.8,2.35,0
"4902","Color","Ava DuVernay",37,97,151,305,"David Oyelowo",1000,78030,"Drama","Omari Hardwick","Middle of Nowhere ",1034,3021,"Lorraine Toussaint",2,"","http://www.imdb.com/title/tt1211890/?ref_=fn_tt_tt_1",10,"English","USA","R",2e+05,2012,1000,6.5,2.35,569
"3901","Color","",9,60,NA,904,"Dylan Minnette",1000,NA,"Drama|Fantasy","Holly Hunter","Saving Grace             ",3852,5203,"Bokeem Woodbine",1,"catholic|death row|inmate|oklahoma city|sexual promiscuity","http://www.imdb.com/title/tt0830900/?ref_=fn_tt_tt_1",47,"English","USA","TV-MA",NA,NA,1000,7.5,1.78,634
"2750","Color","Anthony Silverston",39,85,0,912,"Steve Buscemi",14000,NA,"Adventure|Animation|Family","Liam Neeson","Khumba ",4006,29488,"Loretta Devine",0,"herd|ostrich|waterhole|wildebeest|zebra","http://www.imdb.com/title/tt1487931/?ref_=fn_tt_tt_1",12,"English","South Africa","Not Rated",2e+07,2013,12000,5.8,NA,0
"670","Color","Mike Newell",141,117,179,403,"Kirsten Dunst",8000,63695760,"Drama","Julia Roberts","Mona Lisa Smile ",61490,12850,"Marian Seldes",1,"art|college|school|student|wellesley college","http://www.imdb.com/title/tt0304415/?ref_=fn_tt_tt_1",264,"English","USA","PG-13",6.5e+07,2003,4000,6.4,1.85,0
"2221","Color","Eric Valette",141,87,2,270,"Jason Beghe",741,26876529,"Horror|Mystery","Johnny Lewis","One Missed Call ",26624,1834,"Margaret Cho",1,"death|lifting someone into the air|telephone|telephone call|voice mail","http://www.imdb.com/title/tt0479968/?ref_=fn_tt_tt_1",189,"English","Japan","PG-13",2.7e+07,2008,297,3.9,1.85,0
"1956","Color","Paul Feig",73,90,176,825,"Rob Riggle",931,16647384,"Adventure|Comedy|Family|Romance","Tyler James Williams","Unaccompanied Minors ",8398,4431,"B.J. Novak",1,"airport|black comedy|blizzard|christmas|pennsylvania","http://www.imdb.com/title/tt0488658/?ref_=fn_tt_tt_1",56,"English","USA","PG",2.6e+07,2006,839,5.1,2.35,498
"4442","","Dave Rodriguez",9,98,11,636,"Michael Rapaport",979,NA,"Comedy|Drama","Chazz Palminteri","Once Upon a Time in Queens ",291,4036,"Paul Sorvino",2,"","http://www.imdb.com/title/tt1639397/?ref_=fn_tt_tt_1",7,"English","USA","R",1500000,2013,975,6.3,1.89,283
"737","Color","Michael Mann",299,120,0,680,"Jada Pinkett Smith",10000,100003492,"Crime|Drama|Thriller","Tom Cruise","Collateral ",293662,13581,"Debi Mazar",0,"city by night|contract killer|driving at night|los angeles california|taxi","http://www.imdb.com/title/tt0369339/?ref_=fn_tt_tt_1",836,"English","USA","R",6.5e+07,2004,851,7.6,2.35,0
"4940"," Black and White","Deborah Anderson",16,66,4,232,"Jesse Jane",502,NA,"Documentary","Lisa Ann","Aroused ",502,1796,"Kayden Kross",0,"aroused|photography|pornography documentary|pornstar","http://www.imdb.com/title/tt2403815/?ref_=fn_tt_tt_1",9,"English","USA","",150000,2013,366,5.3,NA,207
